"Protein","x"
"Q3UK78","mmu04550"
"Q99NA9","mmu04550"
"Q91VJ5","mmu03040"
"P33609","mmu00230 mmu00240 mmu01100 mmu03030"
"P33611","mmu00230 mmu00240 mmu01100 mmu03030"
"Q8K409","mmu03410 mmu05166 mmu05203"
"P52431","mmu00230 mmu00240 mmu01100 mmu03030 mmu03410 mmu03420 mmu03430 mmu03440 mmu05166"
"O35654","mmu00230 mmu00240 mmu01100 mmu03030 mmu03410 mmu03420 mmu03430 mmu03440 mmu05166"
"O54956","mmu00230 mmu00240 mmu01100 mmu03030 mmu03410 mmu03420 mmu05166"
"Q9JKP7","mmu00230 mmu00240 mmu01100 mmu03030 mmu03410 mmu03420 mmu05166"
"Q9WVF7","mmu00230 mmu00240 mmu01100 mmu03030 mmu03410 mmu03420 mmu05166"
"Q9JJN0","mmu03460"
"Q6R3M4","mmu03460"
"Q9QUG2","mmu03460"
"Q9QXE2","mmu03410 mmu03450"
"Q9JIW4","mmu03450"
"Q9EQ28","mmu00230 mmu00240 mmu01100 mmu03030 mmu03410 mmu03420 mmu03430 mmu03440 mmu05166"
"Q9CWP8","mmu00230 mmu00240 mmu01100 mmu03030 mmu03410 mmu03420 mmu03430 mmu03440 mmu05166"
"Q9CQ36","mmu00230 mmu00240 mmu01100 mmu03030 mmu03410 mmu03420 mmu05166"
"O35134","mmu00230 mmu00240 mmu01100 mmu03020"
"P70700","mmu00230 mmu00240 mmu01100 mmu03020"
"P52432","mmu00230 mmu00240 mmu01100 mmu03020 mmu04623"
"P97304","mmu00230 mmu00240 mmu01100 mmu03020 mmu04623"
"Q8K202","mmu00230 mmu00240 mmu01100 mmu03020"
"P08775","mmu00230 mmu00240 mmu01100 mmu03020 mmu05016 mmu05168"
"Q8CFI7","mmu00230 mmu00240 mmu01100 mmu03020 mmu05016"
"P97760","mmu00230 mmu00240 mmu01100 mmu03020 mmu05016"
"Q9D7M8","mmu00230 mmu00240 mmu01100 mmu03020 mmu05016"
"Q80UW8","mmu00230 mmu00240 mmu01100 mmu03020 mmu04623 mmu05016"
"P61219","mmu00230 mmu00240 mmu01100 mmu03020 mmu04623 mmu05016"
"P62488","mmu00230 mmu00240 mmu01100 mmu03020 mmu05016"
"Q923G2","mmu00230 mmu00240 mmu01100 mmu03020 mmu04623 mmu05016"
"P60898","mmu00230 mmu00240 mmu01100 mmu03020 mmu05016"
"O08740","mmu00230 mmu00240 mmu01100 mmu03020 mmu05016"
"P62876","mmu00230 mmu00240 mmu01100 mmu03020 mmu04623 mmu05016"
"P59470","mmu00230 mmu00240 mmu01100 mmu03020 mmu04623"
"Q9D483","mmu00230 mmu00240 mmu01100 mmu03020 mmu04623"
"Q91WD1","mmu00230 mmu00240 mmu01100 mmu03020 mmu04623"
"Q9CZT4","mmu00230 mmu00240 mmu03020 mmu04623"
"Q921X6","mmu00230 mmu00240 mmu01100 mmu03020 mmu04623"
"Q8R0C0","mmu00230 mmu00240 mmu01100 mmu03020 mmu04623"
"Q6NXY9","mmu00230 mmu00240 mmu01100 mmu03020 mmu04623"
"Q9D2C6","mmu00230 mmu00240 mmu01100 mmu03020 mmu04623"
"Q9CQZ7","mmu00230 mmu00240 mmu01100 mmu03020 mmu04623"
"O70570","mmu04672"
"Q8K1R3","mmu00230 mmu00240 mmu03018"
"Q9JJJ7","mmu04310"
"Q3UUQ7","mmu00563 mmu01100"
"P54279","mmu03430 mmu03460"
"P97438","mmu04971"
"O35111","mmu04925"
"Q3LS21","mmu04925"
"O54982","mmu04022 mmu04270 mmu04911"
"Q9EQR3","mmu04911"
"P58390","mmu04726 mmu04911 mmu04976"
"P58391","mmu04911"
"O89109","mmu04911 mmu04970 mmu04974"
"Q61743","mmu04911 mmu04930"
"O88335","mmu04960 mmu04971"
"Q9JM63","mmu04971"
"P52187","mmu04725 mmu04921"
"P86046","mmu04974"
"Q8JZN3","mmu04725 mmu04921"
"O88932","mmu04971"
"Q9Z307","mmu04971"
"P35561","mmu04725 mmu04921 mmu04924 mmu04971"
"P63250","mmu04713 mmu04723 mmu04724 mmu04725 mmu04726 mmu04728 mmu04915 mmu04921 mmu05032"
"P52189","mmu04725 mmu04921"
"P48545","mmu04713 mmu04723 mmu04726 mmu04728 mmu04915 mmu04921 mmu05032"
"P48542","mmu04713 mmu04723 mmu04725 mmu04726 mmu04727 mmu04728 mmu04915 mmu04921 mmu05032"
"P97794","mmu04022"
"P48543","mmu04713 mmu04723 mmu04726 mmu04728 mmu04915 mmu04921 mmu05032"
"Q08460","mmu04022 mmu04270 mmu04911 mmu04924 mmu04970 mmu04972"
"Q8CAE3","mmu04022 mmu04270 mmu04911"
"Q9CZM9","mmu04022 mmu04270 mmu04911"
"Q9JIN6","mmu04022 mmu04270 mmu04911"
"Q9D808","mmu04971"
"Q9WTW2","mmu04974"
"P23299","mmu04261"
"Q9Z0V2","mmu04726"
"P97414","mmu04261 mmu04725 mmu04971 mmu04972 mmu04974"
"Q9Z351","mmu04725"
"Q8K3F6","mmu04725"
"Q9JK97","mmu04725"
"Q9JK45","mmu04725"
"P41778","mmu05202"
"O35317","mmu05202"
"P0C6B2","mmu04330 mmu05202"
"Q8BM39","mmu03040"
"Q99KP6","mmu03040 mmu04120"
"Q922U1","mmu03040"
"Q8CCF0","mmu03040"
"Q9DAW6","mmu03040"
"Q9R1C7","mmu03040"
"Q80W14","mmu03040"
"Q99PV0","mmu03040"
"Q91YR7","mmu03040"
"Q5FW57","mmu00360"
"Q33DR2","mmu00900"
"Q33DR3","mmu00900"
"Q9CQF9","mmu00900 mmu01130"
"P49769","mmu04310 mmu04330 mmu04722 mmu05010"
"Q61144","mmu04330 mmu04722 mmu05010"
"Q9CQR7","mmu04330 mmu05010"
"Q3U5C7","mmu04310"
"Q80Y24","mmu04310"
"P04925","mmu05020"
"P01193","mmu04916 mmu04920"
"Q9CR08","mmu03008 mmu03013"
"Q9DB28","mmu03008 mmu03013"
"Q9DCH2","mmu03008 mmu03013"
"Q9R0B9","mmu00310"
"Q9R0E2","mmu00310"
"Q9R0E1","mmu00310 mmu00514"
"Q60715","mmu00330 mmu01100"
"Q60716","mmu00330 mmu01100"
"Q6W3F0","mmu00330 mmu01100"
"O35417","mmu05030 mmu05031 mmu05034"
"P62962","mmu04015 mmu04810 mmu05132"
"Q9JJV2","mmu04015 mmu04810 mmu05132"
"Q9DAD6","mmu04015 mmu04810 mmu05132"
"Q9D6I3","mmu04015 mmu04810 mmu05132"
"Q00175","mmu04114 mmu04914"
"Q9WUL5","mmu04514"
"Q02242","mmu04514 mmu04660"
"Q61823","mmu05205 mmu05206"
"Q9WU78","mmu04144"
"Q08501","mmu04060 mmu04080 mmu04151 mmu04630 mmu04917"
"Q9WUQ2","mmu04141"
"Q6VMN6","mmu04080"
"P06879","mmu04060 mmu04080 mmu04151 mmu04630 mmu04917"
"P17918","mmu03030 mmu03410 mmu03420 mmu03430 mmu04110 mmu05161 mmu05166"
"Q8VCZ9","mmu00330 mmu01100"
"Q9WU79","mmu00330 mmu01100 mmu01130"
"P97814","mmu04621"
"P09103","mmu04141"
"Q9QUR6","mmu04614"
"Q8CFI5","mmu00970"
"Q7TMR0","mmu04614 mmu04974"
"O54990","mmu05202"
"Q60953","mmu04120 mmu04144 mmu05164 mmu05168 mmu05200 mmu05202 mmu05221"
"Q99MN9","mmu00280 mmu00630 mmu00640 mmu01100 mmu01130 mmu01200"
"Q91ZA3","mmu00280 mmu00630 mmu00640 mmu01100 mmu01130 mmu01200"
"Q61207","mmu04142"
"Q8C1C1","mmu04142"
"P70263","mmu04080"
"O09114","mmu00590 mmu01100"
"P35375","mmu04020 mmu04080 mmu05200"
"Q62053","mmu04024 mmu04080 mmu04750 mmu04924 mmu05200"
"P30557","mmu04020 mmu04024 mmu04080 mmu04923 mmu05200"
"P32240","mmu04080 mmu04750 mmu04924 mmu05200"
"Q8BWM0","mmu00590 mmu01100"
"Q9R0Q7","mmu00590 mmu01100"
"Q9JM51","mmu00590 mmu01100"
"P43117","mmu04020 mmu04080"
"P43252","mmu04080 mmu04270 mmu04611"
"O35074","mmu00590 mmu01100"
"P22437","mmu00590 mmu01100 mmu04611 mmu04726 mmu04923"
"Q05769","mmu00590 mmu01100 mmu04064 mmu04370 mmu04668 mmu04723 mmu04726 mmu04913 mmu04921 mmu04923 mmu05140 mmu05200 mmu05204 mmu05206 mmu05222"
"P62192","mmu03050 mmu05169 mmu05203"
"P62196","mmu03050 mmu05169"
"P07146","mmu04080 mmu04972 mmu04974 mmu05164"
"P61290","mmu03050 mmu04612 mmu05160"
"P46471","mmu03050 mmu05169"
"O88685","mmu03050 mmu05169"
"P54775","mmu03050 mmu05169"
"P62334","mmu03050 mmu05169"
"Q3TXS7","mmu03050 mmu05169"
"Q8BG32","mmu03050 mmu05169"
"Q9D8W5","mmu03050 mmu05169"
"Q9WVJ2","mmu03050 mmu05169"
"O35593","mmu03050 mmu05169"
"Q8VDM4","mmu03050 mmu05169"
"P14685","mmu03050 mmu05169"
"O35226","mmu03050 mmu05169"
"Q99JI4","mmu03050 mmu05169"
"P26516","mmu03050 mmu05169"
"Q9CX56","mmu03050 mmu05169"
"P97371","mmu03050 mmu04612"
"P97372","mmu03050 mmu04612"
"Q5SSW2","mmu03050"
"Q8BHL8","mmu03050"
"Q9R1P4","mmu03050"
"P49722","mmu03050"
"O70435","mmu03050"
"Q9R1P0","mmu03050"
"Q9Z2U1","mmu03050"
"Q9QUM9","mmu03050"
"Q9Z2U0","mmu03050"
"Q9CWH6","mmu03050"
"O09061","mmu03050"
"O35955","mmu03050"
"Q9R1P3","mmu03050"
"Q9R1P1","mmu03050"
"P99026","mmu03050"
"O55234","mmu03050"
"Q60692","mmu03050"
"P70195","mmu03050"
"P28063","mmu03050"
"P28076","mmu03050"
" O35522","mmu03050"
"Q8BG41","mmu03050"
"Q9CQT5","mmu03050"
"Q9QUR7","mmu04622"
"P33587","mmu04610"
"Q91ZW2","mmu00514"
"Q8VHI3","mmu00514"
"Q8BYB9","mmu00514"
"Q08761","mmu04610"
"Q9JIF0","mmu04068 mmu04922"
"Q8CIG8","mmu03013"
"Q3TC46","mmu03018"
"P27773","mmu04141 mmu04612"
"P08003","mmu04141 mmu04918"
"Q922R8","mmu04141"
"O88907","mmu04120 mmu04630 mmu05160"
"Q8C5D8","mmu04120 mmu04630"
"O54714","mmu04120 mmu04630"
"Q9JM05","mmu04064 mmu04120 mmu04630"
"O08795","mmu04141"
"P20444","mmu04010 mmu04012 mmu04014 mmu04015 mmu04020 mmu04066 mmu04070 mmu04071 mmu04150 mmu04151 mmu04261 mmu04270 mmu04310 mmu04370 mmu04510 mmu04540 mmu04650 mmu04664 mmu04666 mmu04670 mmu04713 mmu04720 mmu04723 mmu04724 mmu04725 mmu04726 mmu04727 mmu04728 mmu04730 mmu04750 mmu04911 mmu04912 mmu04916 mmu04918 mmu04919 mmu04921 mmu04925 mmu04960 mmu04961 mmu04970 mmu04971 mmu04972 mmu05031 mmu05032 mmu05143 mmu05146 mmu05161 mmu05164 mmu05200 mmu05205 mmu05206 mmu05214 mmu05223 mmu05231"
"P68404","mmu04010 mmu04012 mmu04014 mmu04015 mmu04020 mmu04066 mmu04070 mmu04071 mmu04150 mmu04270 mmu04310 mmu04370 mmu04510 mmu04540 mmu04650 mmu04664 mmu04666 mmu04670 mmu04713 mmu04720 mmu04723 mmu04724 mmu04725 mmu04726 mmu04727 mmu04728 mmu04730 mmu04750 mmu04911 mmu04912 mmu04916 mmu04918 mmu04919 mmu04921 mmu04925 mmu04960 mmu04961 mmu04970 mmu04971 mmu04972 mmu05031 mmu05032 mmu05143 mmu05146 mmu05161 mmu05164 mmu05200 mmu05205 mmu05206 mmu05214 mmu05223 mmu05231"
"P28867","mmu04062 mmu04270 mmu04666 mmu04722 mmu04750 mmu04912 mmu04915 mmu04930 mmu04931"
"P16054","mmu04022 mmu04071 mmu04270 mmu04530 mmu04666 mmu04750 mmu04925 mmu04930 mmu04931 mmu05206"
"P23298","mmu04270 mmu04750"
"P63318","mmu04010 mmu04012 mmu04014 mmu04015 mmu04020 mmu04066 mmu04070 mmu04071 mmu04150 mmu04270 mmu04310 mmu04370 mmu04510 mmu04540 mmu04650 mmu04666 mmu04670 mmu04713 mmu04720 mmu04723 mmu04724 mmu04725 mmu04726 mmu04727 mmu04728 mmu04730 mmu04750 mmu04911 mmu04916 mmu04918 mmu04919 mmu04921 mmu04925 mmu04960 mmu04961 mmu04970 mmu04971 mmu04972 mmu05031 mmu05032 mmu05143 mmu05146 mmu05161 mmu05200 mmu05205 mmu05206 mmu05214 mmu05223 mmu05231"
"Q62074","mmu04015 mmu04144 mmu04390 mmu04530 mmu04611 mmu04910"
"Q02111","mmu04064 mmu04270 mmu04660 mmu04750 mmu04920 mmu04931 mmu05162"
"Q02956","mmu04015 mmu04062 mmu04071 mmu04144 mmu04390 mmu04530 mmu04611 mmu04910 mmu04930 mmu04931"
"Q62101","mmu04015 mmu04925"
"Q8BZ03","mmu04015 mmu04925"
"Q8K1Y2","mmu04015 mmu04925"
"P70268","mmu04151 mmu05132"
"Q8BWW9","mmu04151 mmu05132"
"Q8K045","mmu04151 mmu05132"
"P63248","mmu05034"
"Q5EG47","mmu04068 mmu04140 mmu04150 mmu04151 mmu04152 mmu04710 mmu04910 mmu04920 mmu04921 mmu04922 mmu04931 mmu04932 mmu05410"
"Q8BRK8","mmu04068 mmu04140 mmu04150 mmu04151 mmu04152 mmu04710 mmu04910 mmu04920 mmu04921 mmu04922 mmu04931 mmu04932 mmu05410"
"Q9R078","mmu04068 mmu04152 mmu04710 mmu04910 mmu04920 mmu04921 mmu04922 mmu04931 mmu04932 mmu05410"
"Q6PAM0","mmu04068 mmu04152 mmu04710 mmu04910 mmu04920 mmu04921 mmu04922 mmu04931 mmu04932 mmu05410"
"O54950","mmu04068 mmu04152 mmu04710 mmu04910 mmu04920 mmu04921 mmu04922 mmu04931 mmu04932 mmu05410"
"Q91WG5","mmu04068 mmu04152 mmu04710 mmu04910 mmu04920 mmu04921 mmu04922 mmu04931 mmu04932 mmu05410"
"Q8BGM7","mmu04068 mmu04152 mmu04710 mmu04910 mmu04920 mmu04921 mmu04922 mmu04931 mmu04932 mmu05410"
"P97313","mmu03450 mmu04110"
"P12849","mmu04910"
"Q9DBC7","mmu04910"
"P12367","mmu04910"
"P31324","mmu04910"
"P05132","mmu04010 mmu04014 mmu04020 mmu04024 mmu04062 mmu04114 mmu04261 mmu04270 mmu04310 mmu04340 mmu04540 mmu04611 mmu04713 mmu04720 mmu04723 mmu04724 mmu04725 mmu04726 mmu04727 mmu04728 mmu04740 mmu04742 mmu04750 mmu04910 mmu04911 mmu04912 mmu04913 mmu04914 mmu04915 mmu04916 mmu04918 mmu04919 mmu04921 mmu04922 mmu04923 mmu04924 mmu04925 mmu04961 mmu04962 mmu04970 mmu04971 mmu04976 mmu05012 mmu05020 mmu05030 mmu05031 mmu05032 mmu05146 mmu05166 mmu05200 mmu05203 mmu05205 mmu05414"
"P68181","mmu04010 mmu04014 mmu04020 mmu04024 mmu04062 mmu04114 mmu04261 mmu04270 mmu04310 mmu04340 mmu04540 mmu04611 mmu04713 mmu04720 mmu04723 mmu04724 mmu04725 mmu04726 mmu04727 mmu04728 mmu04740 mmu04742 mmu04750 mmu04910 mmu04911 mmu04912 mmu04913 mmu04914 mmu04915 mmu04916 mmu04918 mmu04919 mmu04921 mmu04922 mmu04923 mmu04924 mmu04925 mmu04961 mmu04962 mmu04970 mmu04971 mmu04976 mmu05012 mmu05020 mmu05030 mmu05031 mmu05032 mmu05146 mmu05166 mmu05200 mmu05203 mmu05205 mmu05414"
"P0C605","mmu04022 mmu04270 mmu04540 mmu04611 mmu04713 mmu04730 mmu04740 mmu04923 mmu04970"
"Q61410","mmu04022 mmu04540 mmu04611 mmu04713 mmu04730 mmu04740 mmu04923 mmu04924 mmu04970"
"Q9ESG9","mmu04110 mmu04114 mmu04914"
"P62137","mmu03015 mmu04022 mmu04024 mmu04114 mmu04261 mmu04270 mmu04390 mmu04510 mmu04611 mmu04720 mmu04728 mmu04750 mmu04810 mmu04910 mmu04921 mmu04931 mmu05031 mmu05034 mmu05168 mmu05205"
"P62141","mmu03015 mmu04022 mmu04024 mmu04114 mmu04261 mmu04270 mmu04390 mmu04510 mmu04611 mmu04720 mmu04728 mmu04750 mmu04810 mmu04910 mmu04921 mmu04931 mmu05031 mmu05034 mmu05168 mmu05205"
"P63087","mmu03015 mmu04022 mmu04024 mmu04114 mmu04261 mmu04270 mmu04390 mmu04510 mmu04611 mmu04720 mmu04728 mmu04750 mmu04810 mmu04910 mmu04921 mmu04931 mmu05031 mmu05034 mmu05168 mmu05205"
"Q9DBR7","mmu04022 mmu04024 mmu04270 mmu04510 mmu04611 mmu04810 mmu04921 mmu05205"
"Q8BG95","mmu04270 mmu04510 mmu04810 mmu04921 mmu05205"
"Q3UMT1","mmu04270 mmu04510 mmu04810 mmu04921 mmu05205"
"Q91VC7","mmu04270"
"P17564","mmu04141"
"Q9ERT9","mmu04261 mmu04720"
"Q60829","mmu04024 mmu04728 mmu05030 mmu05031 mmu05034"
"Q99MR9","mmu04910 mmu04931"
"Q8C767","mmu04910 mmu04931"
"Q7TMB3","mmu04910 mmu04931"
"Q8BRJ4","mmu04910 mmu04931"
"Q9JIG4","mmu04910"
"Q9Z2E4","mmu04730"
"P49443","mmu04010"
"P36993","mmu04010"
"Q9QZ67","mmu04115"
"P63330","mmu03015 mmu04071 mmu04114 mmu04151 mmu04152 mmu04261 mmu04350 mmu04390 mmu04530 mmu04728 mmu04730 mmu05142 mmu05160"
"P62715","mmu03015 mmu04071 mmu04114 mmu04151 mmu04152 mmu04261 mmu04350 mmu04390 mmu04530 mmu04728 mmu04730 mmu05142 mmu05160"
"Q9Z176","mmu03015 mmu04071 mmu04151 mmu04152 mmu04261 mmu04728"
"P58389","mmu04931"
"Q76MZ3","mmu03015 mmu04071 mmu04114 mmu04151 mmu04152 mmu04261 mmu04350 mmu04390 mmu04530 mmu04728 mmu04730 mmu05142 mmu05160"
"Q7TNP2","mmu03015 mmu04071 mmu04114 mmu04151 mmu04152 mmu04261 mmu04350 mmu04390 mmu04530 mmu04728 mmu04730 mmu05142 mmu05160"
"Q9JK24","mmu03015 mmu04071 mmu04151 mmu04152 mmu04261 mmu04728"
"Q6PD03","mmu03015 mmu04071 mmu04114 mmu04151 mmu04152 mmu04261 mmu04728"
"Q6PD28","mmu03015 mmu04071 mmu04114 mmu04151 mmu04152 mmu04261 mmu04728"
"Q61151","mmu03015 mmu04071 mmu04114 mmu04151 mmu04152 mmu04261 mmu04728"
"Q60996","mmu03015 mmu04071 mmu04114 mmu04151 mmu04152 mmu04261 mmu04728"
"Q6P1F6","mmu03015 mmu04071 mmu04151 mmu04152 mmu04261 mmu04390 mmu04530 mmu04728 mmu05142 mmu05160"
"Q6ZWR4","mmu03015 mmu04071 mmu04151 mmu04152 mmu04261 mmu04390 mmu04530 mmu04728 mmu05142 mmu05160"
"Q925E7","mmu03015 mmu04071 mmu04151 mmu04152 mmu04261 mmu04390 mmu04530 mmu04728 mmu05142 mmu05160"
"Q8BG02","mmu03015 mmu04071 mmu04151 mmu04152 mmu04261 mmu04390 mmu04530 mmu04728 mmu05142 mmu05160"
"P63328","mmu04010 mmu04020 mmu04022 mmu04114 mmu04310 mmu04360 mmu04370 mmu04380 mmu04650 mmu04660 mmu04662 mmu04720 mmu04724 mmu04728 mmu04921 mmu04922 mmu04924 mmu05010 mmu05014 mmu05031 mmu05152 mmu05166"
"P48453","mmu04010 mmu04020 mmu04022 mmu04114 mmu04310 mmu04360 mmu04370 mmu04380 mmu04650 mmu04660 mmu04662 mmu04720 mmu04724 mmu04728 mmu04921 mmu04922 mmu04924 mmu05010 mmu05014 mmu05031 mmu05152 mmu05166"
"P48455","mmu04010 mmu04020 mmu04022 mmu04114 mmu04310 mmu04360 mmu04370 mmu04380 mmu04650 mmu04660 mmu04662 mmu04720 mmu04724 mmu04728 mmu04921 mmu04922 mmu04924 mmu05010 mmu05014 mmu05031 mmu05152 mmu05166"
"Q63810","mmu04010 mmu04020 mmu04022 mmu04114 mmu04310 mmu04360 mmu04370 mmu04380 mmu04650 mmu04660 mmu04662 mmu04720 mmu04724 mmu04921 mmu04922 mmu04924 mmu05010 mmu05014 mmu05031 mmu05152 mmu05166"
"Q63811","mmu04010 mmu04020 mmu04022 mmu04114 mmu04310 mmu04360 mmu04370 mmu04380 mmu04650 mmu04660 mmu04662 mmu04720 mmu04724 mmu04921 mmu04922 mmu04924 mmu05010 mmu05014 mmu05031 mmu05152 mmu05166"
"P97470","mmu04922"
"Q60676","mmu04010"
"P35821","mmu04520 mmu04910 mmu04931"
"P35235","mmu04014 mmu04630 mmu04650 mmu04670 mmu04722 mmu04920 mmu04931 mmu05168 mmu05205 mmu05211 mmu05220"
"P54830","mmu04010"
"P29351","mmu04520 mmu04630 mmu04650 mmu04660 mmu04662 mmu05140 mmu05205"
"Q8BUM3","mmu04010"
"B2RU80","mmu04520"
"P06800","mmu04514 mmu04660 mmu04666 mmu05340"
"A2A8L5","mmu04514 mmu04520 mmu04910 mmu04931"
"Q64455","mmu04520"
"P28828","mmu04514 mmu04520"
"P80560","mmu04940"
"Q60673","mmu04940"
"Q62132","mmu04010"
"Q8R2R1","mmu00514"
"Q8BGQ4","mmu00514"
"Q61878","mmu05310"
"P51175","mmu00860 mmu01100"
"P06803","mmu04630 mmu05206 mmu05221"
"Q62070","mmu05221"
"Q8BIW1","mmu00230"
"P23492","mmu00230 mmu00240 mmu00760 mmu01100"
"Q9JJX6","mmu04020 mmu04080"
"P51576","mmu04020 mmu04080 mmu04611"
"Q8K3P1","mmu04020 mmu04080"
"Q3UR32","mmu04020 mmu04080"
"O54803","mmu04020 mmu04080"
"Q9Z1M0","mmu04020 mmu04080"
"P49650","mmu04015 mmu04080 mmu04611"
"Q8BFU7","mmu04080"
"Q9CPV9","mmu04611"
"Q9D8I2","mmu04080"
"P35383","mmu04080 mmu04750"
"Q9ESG6","mmu04080"
"Q8K183","mmu00750 mmu01100"
"P60487","mmu00750 mmu01100"
"Q91XF0","mmu00750 mmu01100"
"Q9JJS7","mmu04080"
"Q9ERK9","mmu04080"
"Q9D819","mmu00190"
"Q91VM9","mmu00190"
"Q922W5","mmu00330 mmu01100 mmu01130 mmu01230"
"Q922Q4","mmu00330 mmu01100 mmu01130 mmu01230"
"Q9DCC4","mmu00330 mmu01100 mmu01130 mmu01230"
"Q05920","mmu00020 mmu00620 mmu01100 mmu01200 mmu01230"
"Q9D051","mmu00010 mmu00020 mmu00620 mmu01100 mmu01130 mmu01200 mmu04066 mmu04922 mmu05230"
"P35486","mmu00010 mmu00020 mmu00620 mmu01100 mmu01130 mmu01200 mmu04066 mmu04922 mmu05230"
"P35487","mmu00010 mmu00020 mmu00620 mmu01100 mmu01130 mmu01200 mmu04066 mmu04922 mmu05230"
"Q8BKZ9","mmu01100"
"Q8BFP9","mmu04066 mmu05230"
"P53657","mmu00010 mmu00230 mmu00620 mmu01100 mmu01130 mmu01200 mmu01230 mmu04910 mmu04930 mmu04932 mmu04950"
"P52480","mmu00010 mmu00230 mmu00620 mmu01100 mmu01130 mmu01200 mmu01230 mmu04922 mmu04930 mmu05203 mmu05230"
"Q8BVI4","mmu00790 mmu01100"
"Q91X91","mmu00760 mmu01100"
"O35551","mmu04144"
"Q80Y56","mmu04144"
"Q8CBB9","mmu05164"
"P26043","mmu04810 mmu05205 mmu05206"
"Q03385","mmu04014 mmu04015 mmu05200 mmu05210 mmu05212 mmu05231"
"Q60695","mmu04014"
"Q61193","mmu04014"
"Q62172","mmu04014 mmu05200 mmu05212"
"Q9QUI0","mmu04014 mmu04015 mmu04022 mmu04024 mmu04062 mmu04071 mmu04144 mmu04270 mmu04310 mmu04350 mmu04360 mmu04510 mmu04520 mmu04530 mmu04611 mmu04660 mmu04670 mmu04722 mmu04810 mmu04921 mmu04972 mmu05100 mmu05133 mmu05152 mmu05200 mmu05203 mmu05205 mmu05206 mmu05210"
"P97348","mmu04360"
"P84096","mmu05100 mmu05132"
"Q9D3G9","mmu04670"
"Q8R527","mmu04910"
"Q60855","mmu04064 mmu04210 mmu04620 mmu04622 mmu04623 mmu04668 mmu05160 mmu05169"
"P58801","mmu04621 mmu04722 mmu05152"
"Q9WTJ5","mmu04270"
"Q9WUP0","mmu04270"
"Q9WUP1","mmu04270"
"P68040","mmu05162"
"Q9QZL0","mmu04623 mmu04668"
"P15919","mmu04068 mmu05340"
"P21784","mmu04068 mmu05340"
"P31266","mmu04330 mmu05169 mmu05203"
"O08674","mmu04330 mmu05169 mmu05203"
"P34057","mmu04744"
"Q60841","mmu04151 mmu04510 mmu04512"
"Q64374","mmu00030 mmu00053 mmu01100 mmu01130 mmu01200 mmu01220"
"Q99NE5","mmu04721 mmu04723"
"Q9EQZ7","mmu04911"
"P97492","mmu04015"
"O08849","mmu04022 mmu04921"
"Q9DC04","mmu04360"
"O54828","mmu04744 mmu05030"
"Q9JHG6","mmu04919 mmu04921"
"Q9JHG2","mmu04919"
"Q8K4Q0","mmu04150 mmu04151 mmu04152 mmu04910 mmu05206"
"Q9JL61","mmu04612 mmu05152 mmu05340"
"Q8C7R7","mmu04950"
"Q9Z205","mmu04612 mmu05152 mmu05340"
"Q8VCG9","mmu04612 mmu05152 mmu05340"
"P62071","mmu04010 mmu04014 mmu04024 mmu04810 mmu05166 mmu05205"
"P10833","mmu04010 mmu04014 mmu04015 mmu04024 mmu04810 mmu05166 mmu05205"
"Q8BGE9","mmu04080"
"Q7TQP4","mmu04080"
"Q6R6I7","mmu04080"
"Q91ZZ5","mmu04080"
"P06281","mmu04614 mmu04924"
"P00796","mmu04614 mmu04924"
"P82343","mmu00520"
"P35601","mmu03030 mmu03420 mmu03430"
"Q9WUK4","mmu03030 mmu03420 mmu03430"
"Q8R323","mmu03030 mmu03420 mmu03430"
"Q99J62","mmu03030 mmu03420 mmu03430"
"Q9D0F6","mmu03030 mmu03420 mmu03430"
"Q8VEE4","mmu03030 mmu03420 mmu03430 mmu03440 mmu03460"
"Q62193","mmu03030 mmu03420 mmu03430 mmu03440 mmu03460"
"Q9CQ71","mmu03030 mmu03420 mmu03430 mmu03440 mmu03460"
"Q6PR54","mmu04550"
"Q9JJ72","mmu04115"
"P35546","mmu05200 mmu05216 mmu05230"
"P15307","mmu04014 mmu05202 mmu05203"
"Q91ZQ5","mmu00830"
"P13405","mmu04110 mmu05161 mmu05166 mmu05169 mmu05200 mmu05203 mmu05212 mmu05214 mmu05215 mmu05218 mmu05219 mmu05220 mmu05222 mmu05223"
"Q64701","mmu04110 mmu04350 mmu05203"
"Q64700","mmu04068 mmu04110 mmu04151 mmu05203"
"O08602","mmu04650"
"Q9CZQ6","mmu04650"
"O08603","mmu04650"
"Q9JI58","mmu04650"
"O08604","mmu04650"
"P11416","mmu05200 mmu05202 mmu05221"
"P22605","mmu05200 mmu05222 mmu05223"
"P28700","mmu03320 mmu04151 mmu04919 mmu04920 mmu04932 mmu04976 mmu05160 mmu05200 mmu05202 mmu05216 mmu05222 mmu05223"
"P28704","mmu03320 mmu04919 mmu04920 mmu05200 mmu05202 mmu05216 mmu05222 mmu05223"
"P28705","mmu03320 mmu04919 mmu04920 mmu05200 mmu05202 mmu05216 mmu05222 mmu05223"
"Q08652","mmu04977"
"Q8VCH7","mmu00830 mmu01100"
"Q9QYF1","mmu00830 mmu01100"
"Q8BYK4","mmu00830 mmu01100"
"O54909","mmu00830 mmu01100"
"O55240","mmu00830"
"Q64FW2","mmu00830"
"Q9Z0J1","mmu05206"
"P15409","mmu04744"
"Q8CFV9","mmu00740 mmu01100"
"Q8R1Q9","mmu00030"
